brand_id;brandname;homeawaythird;id;image_b;image_caption;image_cluster;image_color;image_content_url;image_g;image_id;image_r;season;team_id;teamcountry;teamname;urlname
67;Nike;Home;1;74.0;Boca Juniors 2018-2019 Home;13.0;rgb(14,45,74);https://footshirt.herokuapp.com/api/images/423/content;45.0;423;14.0;2018-2019;317;Argentina;Boca Juniors;Boca_Juniors_2018_2019_Home
67;Nike;Away;2;242.0;Boca Juniors 2018-2019 Away;11.0;rgb(226,230,242);https://footshirt.herokuapp.com/api/images/424/content;230.0;424;226.0;2018-2019;317;Argentina;Boca Juniors;Boca_Juniors_2018_2019_Away
67;Nike;Third;3;74.0;Boca Juniors 2018-2019 Third;3.0;rgb(175,218,74);https://footshirt.herokuapp.com/api/images/425/content;218.0;425;175.0;2018-2019;317;Argentina;Boca Juniors;Boca_Juniors_2018_2019_Third
67;Nike;Home;4;76.0;Boca Juniors 2017-2018 Home;13.0;rgb(28,49,76);https://footshirt.herokuapp.com/api/images/426/content;49.0;426;28.0;2017-2018;317;Argentina;Boca Juniors;Boca_Juniors_2017_2018_Home
67;Nike;Away;5;2.0;Boca Juniors 2017-2018 Away;2.0;rgb(253,214,2);https://footshirt.herokuapp.com/api/images/427/content;214.0;427;253.0;2017-2018;317;Argentina;Boca Juniors;Boca_Juniors_2017_2018_Away
67;Nike;Third;6;43.0;Boca Juniors 2017-2018 Third;13.0;rgb(14,23,43);https://footshirt.herokuapp.com/api/images/428/content;23.0;428;14.0;2017-2018;317;Argentina;Boca Juniors;Boca_Juniors_2017_2018_Third
67;Nike;Home;7;64.0;Boca Juniors 2016-2017 Home;13.0;rgb(27,40,64);https://footshirt.herokuapp.com/api/images/429/content;40.0;429;27.0;2016-2017;317;Argentina;Boca Juniors;Boca_Juniors_2016_2017_Home
67;Nike;Away;8;237.0;Boca Juniors 2016-2017 Away;11.0;rgb(225,229,237);https://footshirt.herokuapp.com/api/images/430/content;229.0;430;225.0;2016-2017;317;Argentina;Boca Juniors;Boca_Juniors_2016_2017_Away
67;Nike;Home;9;160.0;Boca Juniors 2015-2016 Home;7.0;rgb(2,73,160);https://footshirt.herokuapp.com/api/images/431/content;73.0;431;2.0;2015-2016;317;Argentina;Boca Juniors;Boca_Juniors_2015_2016_Home
67;Nike;Home;10;84.0;Boca Juniors 2014-2015 Home;7.0;rgb(14,55,84);https://footshirt.herokuapp.com/api/images/432/content;55.0;432;14.0;2014-2015;317;Argentina;Boca Juniors;Boca_Juniors_2014_2015_Home
67;Nike;Away;11;246.0;Boca Juniors 2014-2015 Away;11.0;rgb(246,246,246);https://footshirt.herokuapp.com/api/images/433/content;246.0;433;246.0;2014-2015;317;Argentina;Boca Juniors;Boca_Juniors_2014_2015_Away
67;Nike;Home;12;109.0;Boca Juniors 2013-2014 Home;7.0;rgb(3,51,109);https://footshirt.herokuapp.com/api/images/434/content;51.0;434;3.0;2013-2014;317;Argentina;Boca Juniors;Boca_Juniors_2013_2014_Home
67;Nike;Away;13;186.0;Boca Juniors 2013-2014 Away;9.0;rgb(254,140,186);https://footshirt.herokuapp.com/api/images/435/content;140.0;435;254.0;2013-2014;317;Argentina;Boca Juniors;Boca_Juniors_2013_2014_Away
67;Nike;Home;14;47.0;Boca Juniors 2012-2013 Home;13.0;rgb(10,30,47);https://footshirt.herokuapp.com/api/images/436/content;30.0;436;10.0;2012-2013;317;Argentina;Boca Juniors;Boca_Juniors_2012_2013_Home
67;Nike;Away;15;238.0;Boca Juniors 2012-2013 Away;11.0;rgb(238,238,238);https://footshirt.herokuapp.com/api/images/437/content;238.0;437;238.0;2012-2013;317;Argentina;Boca Juniors;Boca_Juniors_2012_2013_Away
67;Nike;Home;16;141.0;Boca Juniors 2011-2012 Home;7.0;rgb(2,58,141);https://footshirt.herokuapp.com/api/images/438/content;58.0;438;2.0;2011-2012;317;Argentina;Boca Juniors;Boca_Juniors_2011_2012_Home
67;Nike;Away;17;94.0;Boca Juniors 2011-2012 Away;8.0;rgb(95,95,94);https://footshirt.herokuapp.com/api/images/439/content;95.0;439;95.0;2011-2012;317;Argentina;Boca Juniors;Boca_Juniors_2011_2012_Away
67;Nike;Home;18;169.0;Boca Juniors 2010-2011 Home;7.0;rgb(38,92,169);https://footshirt.herokuapp.com/api/images/440/content;92.0;440;38.0;2010-2011;317;Argentina;Boca Juniors;Boca_Juniors_2010_2011_Home
67;Nike;Home;19;46.0;Boca Juniors 2009-2010 Home;13.0;rgb(30,31,46);https://footshirt.herokuapp.com/api/images/441/content;31.0;441;30.0;2009-2010;317;Argentina;Boca Juniors;Boca_Juniors_2009_2010_Home
67;Nike;Away;20;238.0;Boca Juniors 2009-2010 Away;11.0;rgb(231,237,238);https://footshirt.herokuapp.com/api/images/442/content;237.0;442;231.0;2009-2010;317;Argentina;Boca Juniors;Boca_Juniors_2009_2010_Away
67;Nike;Home;21;70.0;Boca Juniors 2007-2008 Home;13.0;rgb(38,40,70);https://footshirt.herokuapp.com/api/images/443/content;40.0;443;38.0;2007-2008;317;Argentina;Boca Juniors;Boca_Juniors_2007_2008_Home
67;Nike;Away;22;113.0;Boca Juniors 2007-2008 Away;1.0;rgb(210,172,113);https://footshirt.herokuapp.com/api/images/444/content;172.0;444;210.0;2007-2008;317;Argentina;Boca Juniors;Boca_Juniors_2007_2008_Away
67;Nike;Home;23;81.0;Boca Juniors 2006-2007 Home;13.0;rgb(34,41,81);https://footshirt.herokuapp.com/api/images/445/content;41.0;445;34.0;2006-2007;317;Argentina;Boca Juniors;Boca_Juniors_2006_2007_Home
67;Nike;Home;24;147.0;Boca Juniors 2005-2006 Home;7.0;rgb(30,67,147);https://footshirt.herokuapp.com/api/images/446/content;67.0;446;30.0;2005-2006;317;Argentina;Boca Juniors;Boca_Juniors_2005_2006_Home
67;Nike;Away;25;248.0;Boca Juniors 2005-2006 Away;11.0;rgb(247,249,248);https://footshirt.herokuapp.com/api/images/447/content;249.0;447;247.0;2005-2006;317;Argentina;Boca Juniors;Boca_Juniors_2005_2006_Away
67;Nike;Home;26;158.0;Boca Juniors 2004-2005 Home;7.0;rgb(19,75,158);https://footshirt.herokuapp.com/api/images/448/content;75.0;448;19.0;2004-2005;317;Argentina;Boca Juniors;Boca_Juniors_2004_2005_Home
67;Nike;Away;27;241.0;Boca Juniors 2004-2005 Away;11.0;rgb(238,240,241);https://footshirt.herokuapp.com/api/images/449/content;240.0;449;238.0;2004-2005;317;Argentina;Boca Juniors;Boca_Juniors_2004_2005_Away
67;Nike;Other;28;146.0;Boca Juniors 2004-2005 Anniversary Home;7.0;rgb(39,54,146);https://footshirt.herokuapp.com/api/images/450/content;54.0;450;39.0;2004-2005;317;Argentina;Boca Juniors;Boca_Juniors_2004_2005_Anniversary_Home
67;Nike;Other;29;252.0;Boca Juniors 2004-2005 Anniversary Away;11.0;rgb(251,251,252);https://footshirt.herokuapp.com/api/images/451/content;251.0;451;251.0;2004-2005;317;Argentina;Boca Juniors;Boca_Juniors_2004_2005_Anniversary_Away
67;Nike;Home;30;161.0;Boca Juniors 2003-2004 Home;8.0;rgb(73,93,161);https://footshirt.herokuapp.com/api/images/452/content;93.0;452;73.0;2003-2004;317;Argentina;Boca Juniors;Boca_Juniors_2003_2004_Home
67;Nike;Away;31;65.0;Boca Juniors 2003-2004 Away;2.0;rgb(220,200,65);https://footshirt.herokuapp.com/api/images/453/content;200.0;453;220.0;2003-2004;317;Argentina;Boca Juniors;Boca_Juniors_2003_2004_Away
67;Nike;Home;32;159.0;Boca Juniors 2002-2003 Home;8.0;rgb(80,86,159);https://footshirt.herokuapp.com/api/images/454/content;86.0;454;80.0;2002-2003;317;Argentina;Boca Juniors;Boca_Juniors_2002_2003_Home
67;Nike;Away;33;37.0;Boca Juniors 2002-2003 Away;1.0;rgb(221,172,37);https://footshirt.herokuapp.com/api/images/455/content;172.0;455;221.0;2002-2003;317;Argentina;Boca Juniors;Boca_Juniors_2002_2003_Away
67;Nike;Home;34;150.0;Boca Juniors 2001-2002 Home;7.0;rgb(57,64,150);https://footshirt.herokuapp.com/api/images/456/content;64.0;456;57.0;2001-2002;317;Argentina;Boca Juniors;Boca_Juniors_2001_2002_Home
67;Nike;Away;35;36.0;Boca Juniors 2001-2002 Away;2.0;rgb(244,207,36);https://footshirt.herokuapp.com/api/images/457/content;207.0;457;244.0;2001-2002;317;Argentina;Boca Juniors;Boca_Juniors_2001_2002_Away
67;Nike;Home;36;155.0;Boca Juniors 2000-2001 Home;7.0;rgb(62,75,155);https://footshirt.herokuapp.com/api/images/458/content;75.0;458;62.0;2000-2001;317;Argentina;Boca Juniors;Boca_Juniors_2000_2001_Home
67;Nike;Away;37;82.0;Boca Juniors 2000-2001 Away;3.0;rgb(216,205,82);https://footshirt.herokuapp.com/api/images/459/content;205.0;459;216.0;2000-2001;317;Argentina;Boca Juniors;Boca_Juniors_2000_2001_Away
67;Nike;Home;38;39.0;Boca Juniors 1997-1999 Home;13.0;rgb(14,19,39);https://footshirt.herokuapp.com/api/images/460/content;19.0;460;14.0;1997-1999;317;Argentina;Boca Juniors;Boca_Juniors_1997_1999_Home
67;Nike;Away;39;33.0;Boca Juniors 1997-1999 Away;13.0;rgb(15,19,33);https://footshirt.herokuapp.com/api/images/461/content;19.0;461;15.0;1997-1999;317;Argentina;Boca Juniors;Boca_Juniors_1997_1999_Away
67;Nike;Home;40;40.0;Boca Juniors 1996-1997 Home;13.0;rgb(13,20,40);https://footshirt.herokuapp.com/api/images/462/content;20.0;462;13.0;1996-1997;317;Argentina;Boca Juniors;Boca_Juniors_1996_1997_Home
67;Nike;Away;41;238.0;Boca Juniors 1996-1997 Away;11.0;rgb(234,237,238);https://footshirt.herokuapp.com/api/images/463/content;237.0;463;234.0;1996-1997;317;Argentina;Boca Juniors;Boca_Juniors_1996_1997_Away
5;Adidas;Home;42;244.0;River Plate 2018-2019 Home;11.0;rgb(232,232,244);https://footshirt.herokuapp.com/api/images/464/content;232.0;464;232.0;2018-2019;319;Argentina;River Plate;River_Plate_2018_2019_Home
5;Adidas;Away;43;94.0;River Plate 2018-2019 Away;7.0;rgb(51,37,94);https://footshirt.herokuapp.com/api/images/465/content;37.0;465;51.0;2018-2019;319;Argentina;River Plate;River_Plate_2018_2019_Away
5;Adidas;Home;44;238.0;River Plate 2017-2018 Home;11.0;rgb(239,238,238);https://footshirt.herokuapp.com/api/images/466/content;238.0;466;239.0;2017-2018;319;Argentina;River Plate;River_Plate_2017_2018_Home
5;Adidas;Away;45;49.0;River Plate 2017-2018 Away;14.0;rgb(162,38,49);https://footshirt.herokuapp.com/api/images/467/content;38.0;467;162.0;2017-2018;319;Argentina;River Plate;River_Plate_2017_2018_Away
5;Adidas;Home;46;242.0;River Plate 2016-2017 Home;11.0;rgb(244,242,242);https://footshirt.herokuapp.com/api/images/468/content;242.0;468;244.0;2016-2017;319;Argentina;River Plate;River_Plate_2016_2017_Home
5;Adidas;Away;47;32.0;River Plate 2016-2017 Away;14.0;rgb(161,12,32);https://footshirt.herokuapp.com/api/images/469/content;12.0;469;161.0;2016-2017;319;Argentina;River Plate;River_Plate_2016_2017_Away
5;Adidas;Home;48;227.0;River Plate 2015-2016 Home;11.0;rgb(228,227,227);https://footshirt.herokuapp.com/api/images/470/content;227.0;470;228.0;2015-2016;319;Argentina;River Plate;River_Plate_2015_2016_Home
5;Adidas;Away;49;36.0;River Plate 2015-2016 Away;13.0;rgb(36,35,36);https://footshirt.herokuapp.com/api/images/471/content;35.0;471;36.0;2015-2016;319;Argentina;River Plate;River_Plate_2015_2016_Away
5;Adidas;Home;50;232.0;River Plate 2014-2015 Home;11.0;rgb(233,232,232);https://footshirt.herokuapp.com/api/images/472/content;232.0;472;233.0;2014-2015;319;Argentina;River Plate;River_Plate_2014_2015_Home
5;Adidas;Away;51;33.0;River Plate 2014-2015 Away;0.0;rgb(223,40,33);https://footshirt.herokuapp.com/api/images/473/content;40.0;473;223.0;2014-2015;319;Argentina;River Plate;River_Plate_2014_2015_Away
5;Adidas;Home;52;245.0;River Plate 2013-2014 Home;11.0;rgb(241,243,245);https://footshirt.herokuapp.com/api/images/474/content;243.0;474;241.0;2013-2014;319;Argentina;River Plate;River_Plate_2013_2014_Home
5;Adidas;Away;53;;River Plate 2013-2014 Away;;;https://footshirt.herokuapp.com/api/images/475/content;;475;;2013-2014;319;Argentina;River Plate;River_Plate_2013_2014_Away
5;Adidas;Home;54;238.0;River Plate 2012-2013 Home;11.0;rgb(237,238,238);https://footshirt.herokuapp.com/api/images/476/content;238.0;476;237.0;2012-2013;319;Argentina;River Plate;River_Plate_2012_2013_Home
5;Adidas;Away;55;36.0;River Plate 2012-2013 Away;14.0;rgb(173,24,36);https://footshirt.herokuapp.com/api/images/477/content;24.0;477;173.0;2012-2013;319;Argentina;River Plate;River_Plate_2012_2013_Away
5;Adidas;Away;56;242.0;River Plate 2011-2012 Away;11.0;rgb(241,240,242);https://footshirt.herokuapp.com/api/images/478/content;240.0;478;241.0;2011-2012;319;Argentina;River Plate;River_Plate_2011_2012_Away
5;Adidas;Home;57;244.0;River Plate 2010-2011 Home;11.0;rgb(238,242,244);https://footshirt.herokuapp.com/api/images/479/content;242.0;479;238.0;2010-2011;319;Argentina;River Plate;River_Plate_2010_2011_Home
5;Adidas;Away;58;16.0;River Plate 2010-2011 Away;13.0;rgb(17,17,16);https://footshirt.herokuapp.com/api/images/480/content;17.0;480;17.0;2010-2011;319;Argentina;River Plate;River_Plate_2010_2011_Away
5;Adidas;Home;59;244.0;River Plate 2009-2010 Home;11.0;rgb(239,242,244);https://footshirt.herokuapp.com/api/images/481/content;242.0;481;239.0;2009-2010;319;Argentina;River Plate;River_Plate_2009_2010_Home
5;Adidas;Away;60;25.0;River Plate 2009-2010 Away;13.0;rgb(27,23,25);https://footshirt.herokuapp.com/api/images/482/content;23.0;482;27.0;2009-2010;319;Argentina;River Plate;River_Plate_2009_2010_Away
5;Adidas;Home;61;242.0;River Plate 2008-2009 Home;11.0;rgb(242,241,242);https://footshirt.herokuapp.com/api/images/483/content;241.0;483;242.0;2008-2009;319;Argentina;River Plate;River_Plate_2008_2009_Home
5;Adidas;Home;62;247.0;River Plate 2006-2007 Home;11.0;rgb(247,248,247);https://footshirt.herokuapp.com/api/images/484/content;248.0;484;247.0;2006-2007;319;Argentina;River Plate;River_Plate_2006_2007_Home
5;Adidas;Home;63;247.0;River Plate 2005-2006 Home;11.0;rgb(249,248,247);https://footshirt.herokuapp.com/api/images/485/content;248.0;485;249.0;2005-2006;319;Argentina;River Plate;River_Plate_2005_2006_Home
5;Adidas;Home;64;242.0;River Plate 2004-2005 Home;11.0;rgb(241,242,242);https://footshirt.herokuapp.com/api/images/486/content;242.0;486;241.0;2004-2005;319;Argentina;River Plate;River_Plate_2004_2005_Home
5;Adidas;Away;65;248.0;River Plate 2004-2005 Away;11.0;rgb(247,248,248);https://footshirt.herokuapp.com/api/images/487/content;248.0;487;247.0;2004-2005;319;Argentina;River Plate;River_Plate_2004_2005_Away
5;Adidas;Third;66;11.0;River Plate 2004-2005 Third;13.0;rgb(12,9,11);https://footshirt.herokuapp.com/api/images/488/content;9.0;488;12.0;2004-2005;319;Argentina;River Plate;River_Plate_2004_2005_Third
5;Adidas;Home;67;238.0;River Plate 2003-2004 Home;11.0;rgb(235,239,238);https://footshirt.herokuapp.com/api/images/489/content;239.0;489;235.0;2003-2004;319;Argentina;River Plate;River_Plate_2003_2004_Home
5;Adidas;Away;68;242.0;River Plate 2003-2004 Away;11.0;rgb(236,243,242);https://footshirt.herokuapp.com/api/images/490/content;243.0;490;236.0;2003-2004;319;Argentina;River Plate;River_Plate_2003_2004_Away
5;Adidas;Home;69;249.0;River Plate 2002-2003 Home;11.0;rgb(241,237,249);https://footshirt.herokuapp.com/api/images/491/content;237.0;491;241.0;2002-2003;319;Argentina;River Plate;River_Plate_2002_2003_Home
5;Adidas;Away;70;237.0;River Plate 2002-2003 Away;11.0;rgb(235,233,237);https://footshirt.herokuapp.com/api/images/492/content;233.0;492;235.0;2002-2003;319;Argentina;River Plate;River_Plate_2002_2003_Away
5;Adidas;Goalkeeper;71;45.0;River Plate 2002-2003 Goalkeeper;13.0;rgb(30,27,45);https://footshirt.herokuapp.com/api/images/493/content;27.0;493;30.0;2002-2003;319;Argentina;River Plate;River_Plate_2002_2003_Goalkeeper
5;Adidas;Home;72;247.0;River Plate 2000-2001 Home;11.0;rgb(239,240,247);https://footshirt.herokuapp.com/api/images/494/content;240.0;494;239.0;2000-2001;319;Argentina;River Plate;River_Plate_2000_2001_Home
5;Adidas;Away;73;231.0;River Plate 2000-2001 Away;11.0;rgb(235,232,231);https://footshirt.herokuapp.com/api/images/495/content;232.0;495;235.0;2000-2001;319;Argentina;River Plate;River_Plate_2000_2001_Away
5;Adidas;Home;74;245.0;River Plate 1999-2000 Home;11.0;rgb(244,245,245);https://footshirt.herokuapp.com/api/images/496/content;245.0;496;244.0;1999-2000;319;Argentina;River Plate;River_Plate_1999_2000_Home
5;Adidas;Away;75;240.0;River Plate 1999-2000 Away;11.0;rgb(239,240,240);https://footshirt.herokuapp.com/api/images/497/content;240.0;497;239.0;1999-2000;319;Argentina;River Plate;River_Plate_1999_2000_Away
5;Adidas;Third;76;78.0;River Plate 1999-2000 Third;7.0;rgb(70,61,78);https://footshirt.herokuapp.com/api/images/498/content;61.0;498;70.0;1999-2000;319;Argentina;River Plate;River_Plate_1999_2000_Third
5;Adidas;Home;77;238.0;River Plate 1998-1999 Home;11.0;rgb(236,236,238);https://footshirt.herokuapp.com/api/images/499/content;236.0;499;236.0;1998-1999;319;Argentina;River Plate;River_Plate_1998_1999_Home
5;Adidas;Away;78;38.0;River Plate 1998-1999 Away;0.0;rgb(211,32,38);https://footshirt.herokuapp.com/api/images/500/content;32.0;500;211.0;1998-1999;319;Argentina;River Plate;River_Plate_1998_1999_Away
5;Adidas;Home;79;233.0;River Plate 1997-1998 Home;11.0;rgb(230,230,233);https://footshirt.herokuapp.com/api/images/501/content;230.0;501;230.0;1997-1998;319;Argentina;River Plate;River_Plate_1997_1998_Home
5;Adidas;Home;80;236.0;River Plate 1995-1996 Home;11.0;rgb(232,234,236);https://footshirt.herokuapp.com/api/images/502/content;234.0;502;232.0;1995-1996;319;Argentina;River Plate;River_Plate_1995_1996_Home
5;Adidas;Away;81;46.0;Anderlecht 2015-2016 Away;3.0;rgb(184,224,46);https://footshirt.herokuapp.com/api/images/503/content;224.0;503;184.0;2015-2016;347;Belgium;Anderlecht;Anderlecht_2015_2016_Away
5;Adidas;Home;82;247.0;Anderlecht 2014-2015 Home;11.0;rgb(245,245,247);https://footshirt.herokuapp.com/api/images/504/content;245.0;504;245.0;2014-2015;347;Belgium;Anderlecht;Anderlecht_2014_2015_Home
5;Adidas;Away;83;207.0;Anderlecht 2014-2015 Away;9.0;rgb(253,175,207);https://footshirt.herokuapp.com/api/images/505/content;175.0;505;253.0;2014-2015;347;Belgium;Anderlecht;Anderlecht_2014_2015_Away
5;Adidas;Home;84;93.0;Anderlecht 2013-2014 Home;7.0;rgb(43,30,93);https://footshirt.herokuapp.com/api/images/506/content;30.0;506;43.0;2013-2014;347;Belgium;Anderlecht;Anderlecht_2013_2014_Home
5;Adidas;Away;85;244.0;Anderlecht 2013-2014 Away;11.0;rgb(242,243,244);https://footshirt.herokuapp.com/api/images/507/content;243.0;507;242.0;2013-2014;347;Belgium;Anderlecht;Anderlecht_2013_2014_Away
5;Adidas;Home;86;241.0;Anderlecht 2011-2012 Home;11.0;rgb(238,238,241);https://footshirt.herokuapp.com/api/images/508/content;238.0;508;238.0;2011-2012;347;Belgium;Anderlecht;Anderlecht_2011_2012_Home
5;Adidas;Away;87;34.0;Anderlecht 2011-2012 Away;13.0;rgb(32,33,34);https://footshirt.herokuapp.com/api/images/509/content;33.0;509;32.0;2011-2012;347;Belgium;Anderlecht;Anderlecht_2011_2012_Away
5;Adidas;Away;88;45.0;Anderlecht 2010-2011 Away;13.0;rgb(28,34,45);https://footshirt.herokuapp.com/api/images/510/content;34.0;510;28.0;2010-2011;347;Belgium;Anderlecht;Anderlecht_2010_2011_Away
5;Adidas;Home;89;240.0;Anderlecht 2008-2009 Home;11.0;rgb(241,239,240);https://footshirt.herokuapp.com/api/images/511/content;239.0;511;241.0;2008-2009;347;Belgium;Anderlecht;Anderlecht_2008_2009_Home
5;Adidas;Home;90;227.0;Anderlecht 2007-2008 Home;11.0;rgb(224,229,227);https://footshirt.herokuapp.com/api/images/512/content;229.0;512;224.0;2007-2008;347;Belgium;Anderlecht;Anderlecht_2007_2008_Home
5;Adidas;Home;91;244.0;Anderlecht 2006-2007 Home;11.0;rgb(241,244,244);https://footshirt.herokuapp.com/api/images/513/content;244.0;513;241.0;2006-2007;347;Belgium;Anderlecht;Anderlecht_2006_2007_Home
5;Adidas;Home;92;240.0;Anderlecht 2005-2006 Home;11.0;rgb(241,242,240);https://footshirt.herokuapp.com/api/images/514/content;242.0;514;241.0;2005-2006;347;Belgium;Anderlecht;Anderlecht_2005_2006_Home
5;Adidas;Away;93;26.0;Anderlecht 2005-2006 Away;13.0;rgb(27,21,26);https://footshirt.herokuapp.com/api/images/515/content;21.0;515;27.0;2005-2006;347;Belgium;Anderlecht;Anderlecht_2005_2006_Away
5;Adidas;Home;94;234.0;Anderlecht 2004-2005 Home;11.0;rgb(229,233,234);https://footshirt.herokuapp.com/api/images/516/content;233.0;516;229.0;2004-2005;347;Belgium;Anderlecht;Anderlecht_2004_2005_Home
5;Adidas;Away;95;107.0;Anderlecht 2004-2005 Away;7.0;rgb(50,44,107);https://footshirt.herokuapp.com/api/images/517/content;44.0;517;50.0;2004-2005;347;Belgium;Anderlecht;Anderlecht_2004_2005_Away
5;Adidas;Home;96;238.0;Anderlecht 2002-2003 Home;11.0;rgb(242,240,238);https://footshirt.herokuapp.com/api/images/518/content;240.0;518;242.0;2002-2003;347;Belgium;Anderlecht;Anderlecht_2002_2003_Home
5;Adidas;Away;97;52.0;Anderlecht 2000-2001 Away;1.0;rgb(251,178,52);https://footshirt.herokuapp.com/api/images/519/content;178.0;519;251.0;2000-2001;347;Belgium;Anderlecht;Anderlecht_2000_2001_Away
5;Adidas;Home;98;244.0;Anderlecht 1999-2000 Home;11.0;rgb(244,244,244);https://footshirt.herokuapp.com/api/images/520/content;244.0;520;244.0;1999-2000;347;Belgium;Anderlecht;Anderlecht_1999_2000_Home
5;Adidas;Home;99;227.0;Anderlecht 1998-1999 Home;11.0;rgb(229,227,227);https://footshirt.herokuapp.com/api/images/521/content;227.0;521;229.0;1998-1999;347;Belgium;Anderlecht;Anderlecht_1998_1999_Home
5;Adidas;Home;100;176.0;Anderlecht 1990-1991 Home;8.0;rgb(119,55,176);https://footshirt.herokuapp.com/api/images/522/content;55.0;522;119.0;1990-1991;347;Belgium;Anderlecht;Anderlecht_1990_1991_Home
74;Puma;Home;101;239.0;Botafogo 2013-2014 Home;11.0;rgb(239,239,239);https://footshirt.herokuapp.com/api/images/523/content;239.0;523;239.0;2013-2014;362;Brazil;Botafogo;Botafogo_2013_2014_Home
74;Puma;Away;102;29.0;Botafogo 2013-2014 Away;13.0;rgb(29,29,29);https://footshirt.herokuapp.com/api/images/524/content;29.0;524;29.0;2013-2014;362;Brazil;Botafogo;Botafogo_2013_2014_Away
74;Puma;Third;103;;Botafogo 2013-2014 Third;;;https://footshirt.herokuapp.com/api/images/525/content;;525;;2013-2014;362;Brazil;Botafogo;Botafogo_2013_2014_Third
33;Fila;Home;104;16.0;Botafogo 2010 Home;13.0;rgb(16,16,16);https://footshirt.herokuapp.com/api/images/526/content;16.0;526;16.0;2010;362;Brazil;Botafogo;Botafogo_2010_Home
47;Kappa;Home;105;246.0;Botafogo 2005 Home;11.0;rgb(246,246,246);https://footshirt.herokuapp.com/api/images/527/content;246.0;527;246.0;2005;362;Brazil;Botafogo;Botafogo_2005_Home
47;Kappa;Away;106;251.0;Botafogo 2005 Away;11.0;rgb(251,251,251);https://footshirt.herokuapp.com/api/images/528/content;251.0;528;251.0;2005;362;Brazil;Botafogo;Botafogo_2005_Away
47;Kappa;Third;107;24.0;Botafogo 2005 Third;13.0;rgb(21,18,24);https://footshirt.herokuapp.com/api/images/529/content;18.0;529;21.0;2005;362;Brazil;Botafogo;Botafogo_2005_Third
34;Finta;Home;108;247.0;Botafogo 2004 Home;11.0;rgb(247,248,247);https://footshirt.herokuapp.com/api/images/530/content;248.0;530;247.0;2004;362;Brazil;Botafogo;Botafogo_2004_Home
34;Finta;Third;109;244.0;Botafogo 2003 Third;11.0;rgb(241,243,244);https://footshirt.herokuapp.com/api/images/531/content;243.0;531;241.0;2003;362;Brazil;Botafogo;Botafogo_2003_Third
34;Finta;Home;110;37.0;Botafogo 2002 Home;13.0;rgb(16,33,37);https://footshirt.herokuapp.com/api/images/532/content;33.0;532;16.0;2002;362;Brazil;Botafogo;Botafogo_2002_Home
34;Finta;Away;111;27.0;Botafogo 2002 Away;13.0;rgb(23,26,27);https://footshirt.herokuapp.com/api/images/533/content;26.0;533;23.0;2002;362;Brazil;Botafogo;Botafogo_2002_Away
92;Topper;Home;112;230.0;Botafogo 2001 Home;11.0;rgb(229,229,230);https://footshirt.herokuapp.com/api/images/534/content;229.0;534;229.0;2001;362;Brazil;Botafogo;Botafogo_2001_Home
92;Topper;Home;113;244.0;Botafogo 2000 Home;11.0;rgb(242,244,244);https://footshirt.herokuapp.com/api/images/535/content;244.0;535;242.0;2000;362;Brazil;Botafogo;Botafogo_2000_Home
5;Adidas;Home;114;31.0;Flamengo 2015-2016 Home;0.0;rgb(232,15,31);https://footshirt.herokuapp.com/api/images/536/content;15.0;536;232.0;2015-2016;368;Brazil;Flamengo;Flamengo_2015_2016_Home
5;Adidas;Home;115;33.0;Flamengo 2014-2015 Home;13.0;rgb(34,31,33);https://footshirt.herokuapp.com/api/images/537/content;31.0;537;34.0;2014-2015;368;Brazil;Flamengo;Flamengo_2014_2015_Home
5;Adidas;Home;116;32.0;Flamengo 2013-2014 Home;0.0;rgb(237,20,32);https://footshirt.herokuapp.com/api/images/538/content;20.0;538;237.0;2013-2014;368;Brazil;Flamengo;Flamengo_2013_2014_Home
5;Adidas;Third;117;36.0;Flamengo 2013-2014 Third;13.0;rgb(37,36,36);https://footshirt.herokuapp.com/api/images/539/content;36.0;539;37.0;2013-2014;368;Brazil;Flamengo;Flamengo_2013_2014_Third
69;Olympikus;Third;118;35.0;Flamengo 2011-2012 Third;13.0;rgb(28,33,35);https://footshirt.herokuapp.com/api/images/540/content;33.0;540;28.0;2011-2012;368;Brazil;Flamengo;Flamengo_2011_2012_Third
69;Olympikus;Home;119;24.0;Flamengo 2010-2011 Home;13.0;rgb(31,24,24);https://footshirt.herokuapp.com/api/images/541/content;24.0;541;31.0;2010-2011;368;Brazil;Flamengo;Flamengo_2010_2011_Home
69;Olympikus;Away;120;243.0;Flamengo 2010-2011 Away;11.0;rgb(239,243,243);https://footshirt.herokuapp.com/api/images/542/content;243.0;542;239.0;2010-2011;368;Brazil;Flamengo;Flamengo_2010_2011_Away
69;Olympikus;Third;121;151.0;Flamengo 2010-2011 Third;7.0;rgb(36,66,151);https://footshirt.herokuapp.com/api/images/543/content;66.0;543;36.0;2010-2011;368;Brazil;Flamengo;Flamengo_2010_2011_Third
67;Nike;Home;122;20.0;Flamengo 2009-2010 Home;13.0;rgb(27,22,20);https://footshirt.herokuapp.com/api/images/544/content;22.0;544;27.0;2009-2010;368;Brazil;Flamengo;Flamengo_2009_2010_Home
67;Nike;Away;123;;Flamengo 2009-2010 Away;;;https://footshirt.herokuapp.com/api/images/545/content;;545;;2009-2010;368;Brazil;Flamengo;Flamengo_2009_2010_Away
