image_to_process;rgb_color;r;g;b;hex_color;actual_name;closest_name;closet_name_r;closet_name_g;closet_name_b
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/canada-1999-2000-home.jpg;(208, 1, 28);208;1;28;#d0011c;;crimson;220;20;60
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/canada-2000-2002-away.jpg;(237, 228, 226);237;228;226;#ede4e2;;mistyrose;255;228;225
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/canada-2000-2002-home.jpg;(218, 16, 27);218;16;27;#da101b;;crimson;220;20;60
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/canada-2002-2004-away.jpg;(239, 239, 238);239;239;238;#efefee;;whitesmoke;245;245;245
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/canada-2002-2004-home.jpg;(239, 69, 43);239;69;43;#ef452b;;tomato;255;99;71
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/canada-2016-2017-home.jpg;(199, 2, 46);199;2;46;#c7022e;;crimson;220;20;60
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/ceara-2002-home.jpg;(229, 229, 226);229;229;226;#e5e5e2;;gainsboro;220;220;220
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/ceara-2007-home.jpg;(248, 247, 247);248;247;247;#f8f7f7;;whitesmoke;245;245;245
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/ceara-2011-home.jpg;(33, 32, 37);33;32;37;#212025;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/ceara-2012-home.jpg;(30, 30, 30);30;30;30;#1e1e1e;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/ceara-2013-home.jpg;(233, 233, 233);233;233;233;#e9e9e9;;lavender;230;230;250
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celta-2000-2001-away.jpg;(32, 62, 97);32;62;97;#203e61;;darkslategrey;47;79;79
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celta-2000-2001-home.jpg;(126, 181, 222);126;181;222;#7eb5de;;skyblue;135;206;235
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celta-2001-2002-home.jpg;(142, 183, 207);142;183;207;#8eb7cf;;skyblue;135;206;235
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celta-2001-2002-third.jpg;(29, 26, 42);29;26;42;#1d1a2a;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celta-2001-2003-away.jpg;(217, 37, 45);217;37;45;#d9252d;;crimson;220;20;60
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celta-2004-2004-home.jpg;(170, 198, 212);170;198;212;#aac6d4;;lightsteelblue;176;196;222
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celta-2006-2007-away.jpg;(219, 62, 24);219;62;24;#db3e18;;orangered;255;69;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celta-2006-2007-home.jpg;(161, 195, 222);161;195;222;#a1c3de;;lightsteelblue;176;196;222
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celta-2007-2009-home.jpg;(181, 212, 237);181;212;237;#b5d4ed;;lightblue;173;216;230
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celta-2011-2012-home.jpg;(159, 198, 224);159;198;224;#9fc6e0;;lightsteelblue;176;196;222
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celta-2013-2014-home.jpg;(159, 201, 223);159;201;223;#9fc9df;;lightsteelblue;176;196;222
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celta-2015-2016-away.jpg;(34, 33, 33);34;33;33;#222121;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celta-2016-2017-home.jpg;(153, 203, 224);153;203;224;#99cbe0;;skyblue;135;206;235
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-1987-1988-home.jpg;(228, 236, 230);228;236;230;#e4ece6;;gainsboro;220;220;220
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-1991-1992-away.jpg;(157, 203, 134);157;203;134;#9dcb86;;darkseagreen;143;188;143
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-1993-1995-home.jpg;(222, 226, 227);222;226;227;#dee2e3;;gainsboro;220;220;220
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-1996-1997-away.jpg;(30, 31, 26);30;31;26;#1e1f1a;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-1996-1997-home.jpg;(251, 251, 250);251;251;250;#fbfbfa;;snow;255;250;250
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-1997-1999-home.jpg;(7, 131, 61);7;131;61;#07833d;;forestgreen;34;139;34
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-1998-1999-away.jpg;(18, 33, 31);18;33;31;#12211f;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-1999-2001-home.jpg;(248, 247, 249);248;247;249;#f8f7f9;;whitesmoke;245;245;245
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2000-2001-away.jpg;(229, 207, 41);229;207;41;#e5cf29;;goldenrod;218;165;32
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2000-2001-home.jpg;(236, 236, 236);236;236;236;#ececec;;whitesmoke;245;245;245
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2001-2002-away.jpg;(226, 226, 225);226;226;225;#e2e2e1;;gainsboro;220;220;220
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2001-2002-home.jpg;(230, 226, 228);230;226;228;#e6e2e4;;gainsboro;220;220;220
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2002-2003-away.jpg;(229, 164, 63);229;164;63;#e5a43f;;goldenrod;218;165;32
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2003-2004-away.jpg;(18, 15, 19);18;15;19;#120f13;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2003-2004-gk.jpg;(22, 25, 24);22;25;24;#161918;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2003-2004-home.jpg;(233, 234, 235);233;234;235;#e9eaeb;;lavender;230;230;250
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2004-2005-away.jpg;(21, 73, 68);21;73;68;#154944;;darkslategrey;47;79;79
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2004-2005-gk.jpg;(221, 227, 85);221;227;85;#dde355;;khaki;240;230;140
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2004-2005-gk_2.jpg;(192, 197, 203);192;197;203;#c0c5cb;;silver;192;192;192
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2004-2005-home.jpg;(248, 248, 246);248;248;246;#f8f8f6;;whitesmoke;245;245;245
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2005-2006-away.jpg;(27, 139, 66);27;139;66;#1b8b42;;seagreen;46;139;87
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2005-2006-home.jpg;(252, 252, 251);252;252;251;#fcfcfb;;snow;255;250;250
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2005-2006-third.jpg;(27, 20, 17);27;20;17;#1b1411;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2006-2007-away.jpg;(4, 3, 3);4;3;3;#040303;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2006-2007-home.jpg;(250, 250, 250);250;250;250;#fafafa;;snow;255;250;250
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2007-2008-away.jpg;(33, 58, 38);33;58;38;#213a26;;darkslategrey;47;79;79
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2007-2008-home.jpg;(251, 251, 252);251;251;252;#fbfbfc;;snow;255;250;250
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2008-2009-away.jpg;(239, 190, 58);239;190;58;#efbe3a;;goldenrod;218;165;32
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2008-2009-home.jpg;(61, 139, 67);61;139;67;#3d8b43;;seagreen;46;139;87
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2009-2010-away.jpg;(13, 13, 16);13;13;16;#0d0d10;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2009-2010-gk.jpg;(228, 201, 53);228;201;53;#e4c935;;goldenrod;218;165;32
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2009-2010-gk_2.jpg;(52, 49, 47);52;49;47;#34312f;;darkslategrey;47;79;79
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2009-2010-third.jpg;(234, 235, 239);234;235;239;#eaebef;;lavender;230;230;250
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2010-2011-away.jpg;(153, 190, 99);153;190;99;#99be63;;darkkhaki;189;183;107
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2010-2011-gk.jpg;(238, 238, 119);238;238;119;#eeee77;;khaki;240;230;140
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2010-2011-home.jpg;(235, 232, 233);235;232;233;#ebe8e9;;linen;250;240;230
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2011-2012-away.jpg;(227, 226, 227);227;226;227;#e3e2e3;;gainsboro;220;220;220
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2011-2012-third.jpg;(248, 211, 3);248;211;3;#f8d303;;gold;255;215;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2012-2013-away.jpg;(42, 42, 42);42;42;42;#2a2a2a;;darkslategrey;47;79;79
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2012-2013-home.jpg;(227, 228, 231);227;228;231;#e3e4e7;;gainsboro;220;220;220
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2012-2013-third.jpg;(236, 237, 240);236;237;240;#ecedf0;;whitesmoke;245;245;245
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2013-2014-away.jpg;(253, 205, 69);253;205;69;#fdcd45;;sandybrown;244;164;96
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2013-2014-home.jpg;(217, 220, 226);217;220;226;#d9dce2;;gainsboro;220;220;220
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2014-2015-away.jpg;(35, 51, 44);35;51;44;#23332c;;darkslategrey;47;79;79
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2014-2015-home.jpg;(236, 236, 238);236;236;238;#ececee;;whitesmoke;245;245;245
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2014-2015-third.jpg;(236, 236, 236);236;236;236;#ececec;;whitesmoke;245;245;245
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2015-2016-home.jpg;(251, 251, 252);251;251;252;#fbfbfc;;snow;255;250;250
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2016-2017-away.jpg;(47, 46, 47);47;46;47;#2f2e2f;;darkslategrey;47;79;79
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2016-2017-home.jpg;(234, 235, 238);234;235;238;#eaebee;;lavender;230;230;250
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2017-2018-away.jpg;(9, 131, 80);9;131;80;#098350;;seagreen;46;139;87
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2017-2018-home.jpg;(251, 252, 253);251;252;253;#fbfcfd;;white;255;255;255
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/celtic-2018-2019-home.jpg;(224, 226, 229);224;226;229;#e0e2e5;;gainsboro;220;220;220
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-1986-1987-home.jpg;(230, 70, 34);230;70;34;#e64622;;chocolate;210;105;30
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-1998-1999-away.jpg;(235, 232, 224);235;232;224;#ebe8e0;;beige;245;245;220
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-1998-1999-home.jpg;(218, 31, 2);218;31;2;#da1f02;;red;255;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-2000-2001-away.jpg;(212, 211, 227);212;211;227;#d4d3e3;;gainsboro;220;220;220
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-2000-2001-home.jpg;(212, 35, 47);212;35;47;#d4232f;;crimson;220;20;60
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-2001-2002-third.jpg;(11, 11, 11);11;11;11;#0b0b0b;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-2002-2003-home.jpg;(226, 64, 34);226;64;34;#e24022;;chocolate;210;105;30
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-2002-2003-home_2.jpg;(35, 34, 35);35;34;35;#232223;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-2003-2004-away.jpg;(220, 204, 2);220;204;2;#dccc02;;gold;255;215;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-2003-2004-home.jpg;(217, 14, 27);217;14;27;#d90e1b;;crimson;220;20;60
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-2004-2005-home.jpg;(224, 38, 45);224;38;45;#e0262d;;crimson;220;20;60
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-2005-2006-home.jpg;(221, 31, 64);221;31;64;#dd1f40;;crimson;220;20;60
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-2006-2007-home.jpg;(219, 31, 44);219;31;44;#db1f2c;;crimson;220;20;60
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-2010-2011-home.jpg;(204, 33, 39);204;33;39;#cc2127;;firebrick;178;34;34
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-2011-2012-home.jpg;(204, 2, 45);204;2;45;#cc022d;;crimson;220;20;60
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/charlton-2014-2015-home.jpg;(219, 6, 25);219;6;25;#db0619;;crimson;220;20;60
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1970-home.jpg;(30, 33, 86);30;33;86;#1e2156;;midnightblue;25;25;112
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1971-1972-home.jpg;(1, 44, 126);1;44;126;#012c7e;;midnightblue;25;25;112
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1980-1982-away.jpg;(221, 218, 80);221;218;80;#ddda50;;darkkhaki;189;183;107
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1981-1983-away.jpg;(247, 243, 157);247;243;157;#f7f39d;;palegoldenrod;238;232;170
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1983-1985-home.jpg;(43, 74, 160);43;74;160;#2b4aa0;;darkslateblue;72;61;139
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1985-1986-home.jpg;(50, 85, 165);50;85;165;#3255a5;;darkslateblue;72;61;139
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1986-1987-home.jpg;(39, 48, 116);39;48;116;#273074;;midnightblue;25;25;112
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1988-1990-away.jpg;(213, 32, 38);213;32;38;#d52026;;crimson;220;20;60
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1989-1991-home.jpg;(40, 70, 147);40;70;147;#284693;;darkslateblue;72;61;139
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1990-1992-away.jpg;(217, 30, 34);217;30;34;#d91e22;;crimson;220;20;60
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1991-1992-home.jpg;(3, 49, 144);3;49;144;#033190;;midnightblue;25;25;112
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1992-1994-away.jpg;(227, 231, 233);227;231;233;#e3e7e9;;lavender;230;230;250
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1993-1994-home.jpg;(41, 63, 144);41;63;144;#293f90;;darkslateblue;72;61;139
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1994-1995-home.jpg;(41, 59, 138);41;59;138;#293b8a;;darkslateblue;72;61;139
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1995-1996-away.jpg;(155, 147, 153);155;147;153;#9b9399;;darkgrey;169;169;169
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1995-1997-home.jpg;(36, 42, 100);36;42;100;#242a64;;midnightblue;25;25;112
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1997-1998-away.jpg;(214, 192, 48);214;192;48;#d6c030;;goldenrod;218;165;32
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1997-1999-home.jpg;(22, 65, 143);22;65;143;#16418f;;darkslateblue;72;61;139
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1998-2000-away.jpg;(220, 233, 246);220;233;246;#dce9f6;;lavender;230;230;250
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1999-2001-away.jpg;(223, 192, 59);223;192;59;#dfc03b;;goldenrod;218;165;32
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-1999-2001-home.jpg;(42, 56, 138);42;56;138;#2a388a;;darkslateblue;72;61;139
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2000-2001-gk.jpg;(245, 128, 61);245;128;61;#f5803d;;coral;255;127;80
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2001-2002-away.jpg;(218, 222, 224);218;222;224;#dadee0;;gainsboro;220;220;220
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2001-2002-third.jpg;(230, 178, 30);230;178;30;#e6b21e;;goldenrod;218;165;32
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2001-2003-home.jpg;(41, 51, 130);41;51;130;#293382;;darkslateblue;72;61;139
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2002-2003-away.jpg;(36, 26, 33);36;26;33;#241a21;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2002-2003-third.jpg;(247, 244, 244);247;244;244;#f7f4f4;;whitesmoke;245;245;245
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2003-2004-away.jpg;(229, 230, 227);229;230;227;#e5e6e3;;gainsboro;220;220;220
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2003-2005-home.jpg;(63, 49, 123);63;49;123;#3f317b;;darkslateblue;72;61;139
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2004-2005-away.jpg;(32, 26, 25);32;26;25;#201a19;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2005-2006-away.jpg;(204, 217, 233);204;217;233;#ccd9e9;;gainsboro;220;220;220
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2005-2006-home.jpg;(44, 48, 144);44;48;144;#2c3090;;darkslateblue;72;61;139
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2005-2006-third.jpg;(44, 36, 37);44;36;37;#2c2425;;darkslategrey;47;79;79
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2006-2007-away.jpg;(253, 253, 253);253;253;253;#fdfdfd;;white;255;255;255
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2006-2008-home.jpg;(45, 48, 145);45;48;145;#2d3091;;darkslateblue;72;61;139
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2007-2008-away.jpg;(215, 225, 64);215;225;64;#d7e140;;greenyellow;173;255;47
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2008-2009-away.jpg;(26, 22, 21);26;22;21;#1a1615;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2008-2009-gk.jpg;(39, 46, 57);39;46;57;#272e39;;darkslategrey;47;79;79
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2008-2009-home.jpg;(61, 90, 160);61;90;160;#3d5aa0;;darkslateblue;72;61;139
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2009-2010-away.jpg;(26, 27, 39);26;27;39;#1a1b27;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2009-2010-gk.jpg;(24, 27, 37);24;27;37;#181b25;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2009-2010-home.jpg;(29, 60, 139);29;60;139;#1d3c8b;;darkslateblue;72;61;139
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2009-2010-third.jpg;(245, 245, 245);245;245;245;#f5f5f5;whitesmoke;whitesmoke;245;245;245
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2010-2011-away.jpg;(32, 33, 33);32;33;33;#202121;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2010-2011-gk.jpg;(156, 192, 61);156;192;61;#9cc03d;;yellowgreen;154;205;50
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2010-2011-home.jpg;(2, 77, 162);2;77;162;#024da2;;teal;0;128;128
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2010-2011-third.jpg;(192, 217, 112);192;217;112;#c0d970;;darkkhaki;189;183;107
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2011-2012-away.jpg;(24, 20, 17);24;20;17;#181411;;black;0;0;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2011-2012-gk.jpg;(246, 245, 243);246;245;243;#f6f5f3;;whitesmoke;245;245;245
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2011-2012-home.jpg;(5, 68, 129);5;68;129;#054481;;midnightblue;25;25;112
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2011-2012-third.jpg;(234, 235, 237);234;235;237;#eaebed;;lavender;230;230;250
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2012-2013-away.jpg;(250, 250, 250);250;250;250;#fafafa;;snow;255;250;250
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2012-2013-gk.jpg;(1, 78, 58);1;78;58;#014e3a;;darkslategrey;47;79;79
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2012-2013-home.jpg;(1, 89, 180);1;89;180;#0159b4;;darkcyan;0;139;139
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2012-2013-third.jpg;(51, 51, 49);51;51;49;#333331;;darkslategrey;47;79;79
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2013-2014-away.jpg;(235, 235, 235);235;235;235;#ebebeb;;linen;250;240;230
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2013-2014-gk.jpg;(245, 227, 1);245;227;1;#f5e301;;gold;255;215;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2013-2014-home.jpg;(1, 87, 177);1;87;177;#0157b1;;teal;0;128;128
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2013-2014-third.jpg;(235, 235, 235);235;235;235;#ebebeb;;linen;250;240;230
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2014-2015-away.jpg;(254, 238, 35);254;238;35;#feee23;;yellow;255;255;0
C:/Users/ochad/PycharmProjects/JerseyCrawl/subsidesport_jpg_260x260/chelsea-2014-2015-gk.jpg;(247, 61, 44);247;61;44;#f73d2c;;orangered;255;69;0
